biomarker_id	biomarker	assessed_biomarker_entity	assessed_biomarker_entity_id	assessed_entity_type	condition	condition_id	exposure_agent	exposure_agent_id	best_biomarker_role	specimen	specimen_id	loinc_code	evidence_source	evidence	tag
AN6334-1	increased IL4 level	Interleukin-4	UPKB:P05112	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	82334-4	Pubmed:32222466	2019-nCoV infection also initiated increased secretion of T-helper-2 (Th2) cytokines (eg, IL4 and IL10) that suppress inflammation, which differs from SARS-CoV infection.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6334-1	increased IL4 level	Interleukin-4	UPKB:P05112	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	82334-4	Pubmed:32576222	Levels of VEGF-D, TNF-alpha, SCF, LIF, IL-2, IL-4, IL-6, IL-8, IL-10, IL-15, IL-17A, IL-18, IL-1 beta, and IFN-gamma were significantly higher in the critical group than in the severe group (Table 1).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6334-2	increased IL4 level	Interleukin-4	UPKB:P05112	protein	prostate cancer	DOID:10283			monitoring	blood	UBERON:0000178	27161-9	Pubmed:24213139	Serum IL-4 increased proportionately with disease progression. Our data are consistent with those reported in two smaller series both of which found that IL-4 levels increases as prostate cancer progresses to castrate resistant status.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6278-6	increased IL6 level	Interleukin-6	UPKB:P05231	protein	pancreatic cancer	DOID:1793			prognostic	blood	UBERON:0000178	26848-2	Pubmed:30304975	IL-6, IL-8, and IL-10 showed significant positive correlations with each other. Moreover, high levels of serum IL-6, IL-8, and IL-10 were independently strongly associated with poor survival of patients with pancreatic cancer. Patients with high IL-6, IL-8, or IL-10 expression (greater than median expression levels) exhibited a significantly shorter survival time, compared with patients with low expression (less than median expression levels) (p<0.001 for IL-6, p<0.01 for IL-8, and p<0.05 for IL-10) Univariate Cox analysis revealed that a high expression level of either IL-6, IL-8, or IL-10 was associated with poor survival (IL-6: HR = 0.204, 95% CI: 0.107-0.410, p<0.001; IL-8: HR = 0.303, 95% CI: 0.135-0.683, p<0.01; IL-10: HR = 0.336, 95% CI: 0.125-0.900, p<0.05).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6372-4	increased IL8 level	Interleukin-8	UPKB:P10145	protein	pancreatic cancer	DOID:1793			prognostic	blood	UBERON:0000178	33211-4	Pubmed:30304975	IL-6, IL-8, and IL-10 showed significant positive correlations with each other. Moreover, high levels of serum IL-6, IL-8, and IL-10 were independently strongly associated with poor survival of patients with pancreatic cancer. Patients with high IL-6, IL-8, or IL-10 expression (greater than median expression levels) exhibited a significantly shorter survival time, compared with patients with low expression (less than median expression levels) (p<0.001 for IL-6, p<0.01 for IL-8, and p<0.05 for IL-10) Univariate Cox analysis revealed that a high expression level of either IL-6, IL-8, or IL-10 was associated with poor survival (IL-6: HR = 0.204, 95% CI: 0.107-0.410, p<0.001; IL-8: HR = 0.303, 95% CI: 0.135-0.683, p<0.01; IL-10: HR = 0.336, 95% CI: 0.125-0.900, p<0.05).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6337-1	increased IL10 level	Interleukin-10	UPKB:P22301	protein	pancreatic cancer	DOID:1793			prognostic	blood	UBERON:0000178	26848-2	Pubmed:30304975	IL-6, IL-8, and IL-10 showed significant positive correlations with each other. Moreover, high levels of serum IL-6, IL-8, and IL-10 were independently strongly associated with poor survival of patients with pancreatic cancer. Patients with high IL-6, IL-8, or IL-10 expression (greater than median expression levels) exhibited a significantly shorter survival time, compared with patients with low expression (less than median expression levels) (p<0.001 for IL-6, p<0.01 for IL-8, and p<0.05 for IL-10) Univariate Cox analysis revealed that a high expression level of either IL-6, IL-8, or IL-10 was associated with poor survival (IL-6: HR = 0.204, 95% CI: 0.107-0.410, p<0.001; IL-8: HR = 0.303, 95% CI: 0.135-0.683, p<0.01; IL-10: HR = 0.336, 95% CI: 0.125-0.900, p<0.05).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6337-2	increased IL10 level	Interleukin-10	UPKB:P22301	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	26848-2	Pubmed:31986264	Comparison between ICU and non-ICU patients showed that plasma concentrations of IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1A, and TNF alpha were higher in ICU patients than non-ICU patients. Compared with non-ICU patients, ICU patients had higher plasma levels of IL2, IL7, IL10, GSCF, IP10, MCP1, MIP1A, and TNF alpha.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6337-2	increased IL10 level	Interleukin-10	UPKB:P22301	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	26848-2	Pubmed:32222466	IL-2, IL-7, IL-10, G-CSF, IP10, MCP1, MIP1A, TNF alpha were higher in severe patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6337-2	increased IL10 level	Interleukin-10	UPKB:P22301	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	26848-2	Pubmed:33349241	Significant correlations were found about age, IL2R, IL-6, IL-8, IL-10, TNFα, CRP, ferroprotein, PCT, LC, NC, and EC. PCT (R = -0.650), CRP (R = -0.604), NC (R = -0.585), age (R = -0.564), LC (R = 0.56), IL-6 (R = -0.535), IL2R (R = -0.534) and ferroprotein (R = -0.508) were highly correlated.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6337-2	increased IL10 level	Interleukin-10	UPKB:P22301	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	26848-2	Pubmed:32576222	Levels of VEGF-D, TNF-alpha, SCF, LIF, IL-2, IL-4, IL-6, IL-8, IL-10, IL-15, IL-17A, IL-18, IL-1 beta, and IFN-gamma were significantly higher in the critical group than in the severe group (Table 1).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6338-1	decreased IL10 level	Interleukin-10	UPKB:P22301	protein	diabetes mellitus	DOID:9351			predictive	blood	UBERON:0000178	26848-2	Pubmed:28420440	A reduction of plasma interleukin-10 levels significantly correlated with an increase in the mean number of metabolic risk factors such as increased waist circumference, BMI, dyslipidaemia, high blood pressure and glucose intolerance.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6339-1	increased CREA level	Creatinine	CHEBI:16737	metabolite	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	38483-4	Pubmed:32475810	A larger study of 701 patients revealed that elevated serum creatinine levels on admission correlated with severity due to significant abnormalities in the coagulation pathway.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6339-1	increased CREA level	Creatinine	CHEBI:16737	metabolite	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	38483-4	Pubmed:32247631	We found that patients with elevated baseline serum creatinine were more likely to be admitted to the intensive care unit and to undergo mechanical ventilation.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6340-1	Increased BUN level	Blood Urea Nitrogen	NCIt:C61019	metabolite	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	38483-4	Pubmed:32247631	The prevalence of elevated serum creatinine, elevated blood urea nitrogen and estimated glomerular filtration under 60 ml/min/1.73m2 were 14.4, 13.1 and 13.1%, respectively.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6341-1	increased UREA level	Urea	CHEBI:16199	metabolite	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	22664-7	Pubmed:32475810	Univariate Cox regression analysis found elevated creatinine levels was also associated with in-hospital mortality (HR 2.99, 95% CI: 2.00, 4.47). Proteinuria, haematuria and elevated urea levels had similar, if not larger, hazard ratios.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6341-1	increased UREA level	Urea	CHEBI:16199	metabolite	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	22664-7	Pubmed:32505227	Other consistently reported markers in non-survivors are increased procalcitonin (PCT) and IL-6 levels, as well as increased serum urea, creatinine, cystatin C, direct bilirubin, and cholinesterase.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6341-1	increased UREA level	Urea	CHEBI:16199	metabolite	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	22664-7	Pubmed:32296824	We found that old age, and higher serum lactate dehydrogenase, C-reactive protein, the coefficient of variation of red blood cell distribution width, blood urea nitrogen, direct bilirubin, lower albumin, are associated with severe COVID-19.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6341-1	increased UREA level	Urea	CHEBI:16199	metabolite	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	22664-7	Pubmed:32259132	Urea has very good accuracy in predicting cases with positive RT-PCR for COVID-19.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6747-1	increased PCT level	Procalcitonin	UPKB:P01258	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		Pubmed:32505227	Other consistently reported markers in non-survivors are increased procalcitonin (PCT) and IL-6 levels, as well as increased serum urea, creatinine, cystatin C, direct bilirubin, and cholinesterase.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6747-1	increased PCT level	Procalcitonin	UPKB:P01258	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		Pubmed:32589600	Many biomarkers have been associated with poor outcomes and represent a candidate for risk stratification models for predicting severe COVID-19 in order to guide clinical care. Among all, lymphopenia, thrombocytopenia, leucocytosis, CRP, PCT, LDH, AST, ALT, D-dimer, cTn represent the most predictive parameters of severe COVID-19	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6747-1	increased PCT level	Procalcitonin	UPKB:P01258	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		Pubmed:32766546	On multivariable analysis, the risk factors found to be significantly associated with admission to intensive care were age above 50 years old, a qSOFA score above 0, smoking, elevated CRP and elevated procalcitonin levels. Asthma, smoking and elevated procalcitonin levels correlated significantly with mortality in our cohort.	condition;best_biomarker_role
AN6747-1	increased PCT level	Procalcitonin	UPKB:P01258	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		Pubmed:32766546	On multivariable analysis, the risk factors found to be significantly associated with admission to intensive care were age above 50 years old, a qSOFA score above 0, smoking, elevated CRP and elevated procalcitonin levels. Asthma, smoking and elevated procalcitonin levels correlated significantly with mortality in our cohort.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6747-1	increased PCT level	Procalcitonin	UPKB:P01258	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		Pubmed:32505227	Other consistently reported markers in non-survivors are increased procalcitonin (PCT) and IL-6 levels, as well as increased serum urea, creatinine, cystatin C, direct bilirubin, and cholinesterase.	best_biomarker_role;condition
AN6747-1	increased PCT level	Procalcitonin	UPKB:P01258	protein complex	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		Pubmed:32589600	Many biomarkers have been associated with poor outcomes and represent a candidate for risk stratification models for predicting severe COVID-19 in order to guide clinical care. Among all, lymphopenia, thrombocytopenia, leucocytosis, CRP, PCT, LDH, AST, ALT, D-dimer, cTn represent the most predictive parameters of severe COVID-19	best_biomarker_role;condition
AN6343-1	Increased NEUT count	Neutrophil	CO:CL_0000775	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	22664-7	Pubmed:32259132	Our findings suggest that level of LDH, CRP, ALT and NEU can be used to predict the result of COVID-19 test.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6343-1	Increased NEUT count	Neutrophil	CO:CL_0000775	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	22664-7	Pubmed:33349241	With following parameters such as age >67.5 years, IL2R >793.5U/mL, CRP >30.7ng/mL, ferroprotein >ug/L, WBC>9.5*10^9/L or NC >7.305*10^9/L, the progress of COVID-19 to critical stage should be closely observed and possibly prevented.	condition;best_biomarker_role
AN6343-1	Increased NEUT count	Neutrophil	CO:CL_0000775	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	22664-7	Pubmed:32352397	In this study, the most important finding was that the neutrophil count, lymphocyte count and platelet count were independent risk factors for predicting the development of severe illness in COVID-19 patients.	condition;best_biomarker_role
AN6343-1	increased NEUT count	Neutrophil	CO:CL_0000775	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	21418-9	Pubmed:33349241	With following parameters such as age >67.5 years, IL2R >793.5U/mL, CRP >30.7ng/mL, ferroprotein >ug/L, WBC>9.5*10^9/L or NC >7.305*10^9/L, the progress of COVID-19 to critical stage should be closely observed and possibly prevented.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6343-1	increased NEUT count	Neutrophil	CO:CL_0000775	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	21418-9	Pubmed:32352397	In this study, the most important finding was that the neutrophil count, lymphocyte count and platelet count were independent risk factors for predicting the development of severe illness in COVID-19 patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6343-1	increased NEUT count	Neutrophil	CO:CL_0000775	cell	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	21418-9	Pubmed:32259132	Our findings suggest that level of LDH, CRP, ALT and NEU can be used to predict the result of COVID-19 test.	best_biomarker_role;condition
AN6341-2	increased UREA level	Urea	CHEBI:16199	metabolite	lung cancer	DOID:1324			prognostic	blood	UBERON:0000178	22664-7	Pubmed:18845424	A raised serum urea above the upper limit of normal (ULN) significantly predicted for increased risk of early death. We have identified raised serum urea as a significant contributory factor that is predictive of an increased risk of early death in SCLC patients treated with chemotherapy.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
